user,action,camera,gt,n_cameras,beta_n_frames,angle_deg,n_frames,conf_thresh,stature_mm,joint_variant,err_smooth_all_mm,err_smooth_conf_mm,err_placed_all_mm,err_placed_conf_mm,err_smooth_all_pct_stature,err_smooth_conf_pct_stature,err_placed_all_pct_stature,err_placed_conf_pct_stature,pa_mpjpe_mm,n_mpjpe_mm,beta_00,beta_01,beta_02,beta_03,beta_04,beta_05,beta_06,beta_07,beta_08,beta_09,errj_Hip_mm,errj_RHip_mm,errj_RKnee_mm,errj_RAnkle_mm,errj_LHip_mm,errj_LKnee_mm,errj_LAnkle_mm,errj_Spine_mm,errj_Thorax_mm,errj_Nose_mm,errj_Head_mm,errj_LShoulder_mm,errj_LElbow_mm,errj_LWrist_mm,errj_RShoulder_mm,errj_RElbow_mm,errj_RWrist_mm,bone_r_thigh_ratio,bone_r_shank_ratio,bone_l_thigh_ratio,bone_l_shank_ratio,bone_l_upperarm_ratio,bone_l_forearm_ratio,bone_r_upperarm_ratio,bone_r_forearm_ratio,bone_hip_width_ratio,bone_shoulder_width_ratio
B010,B010_GMS_1_1,2,triangulated,3,150,221.18,205,0.3,1020.0,smooth_all,106.071,101.121,111.019,105.75,10.399,9.914,10.884,10.368,40.541,52.881,-0.41136,-0.10793,-0.01292,0.01276,0.01662,-0.03386,0.00357,-0.00977,-0.09446,-0.01074,111.334,112.836,105.083,94.47,118.833,82.022,88.021,,106.133,,,103.806,122.047,141.156,101.009,93.257,81.866,1.4176,1.0554,1.3061,1.1053,1.0966,0.9992,1.0366,1.0406,1.366,0.7987
B010,B010_GMS_1_1,1,triangulated,3,195,265.93,205,0.3,1020.0,smooth_all,81.107,81.107,88.058,88.058,7.952,7.952,8.633,8.633,38.425,53.005,-0.15039,-0.10731,0.02177,0.01387,0.01619,-0.0348,0.00359,-0.00491,-0.06138,-0.00291,78.088,82.935,76.014,75.943,78.846,76.2,88.762,,91.536,,,97.122,79.623,82.897,80.964,53.551,73.224,1.3763,1.0919,1.2958,1.0965,1.1288,1.0338,1.0637,1.039,1.2121,0.7625
B010,B010_GMS_1_1,3,triangulated,3,106,313.07,205,0.3,1020.0,smooth_all,98.431,93.456,103.771,99.193,9.65,9.162,10.174,9.725,46.197,54.175,-0.34284,-0.03092,0.03398,0.0394,0.01537,-0.03941,-0.03231,-0.00813,-0.00362,0.00309,87.425,95.392,96.629,91.93,97.318,65.026,76.985,,84.666,,,108.842,100.41,130.481,77.889,113.996,152.349,1.2933,1.0031,1.3371,1.1091,1.1278,1.0216,1.1131,1.0309,1.3127,0.8021
B010,B010_GMS_1_3,2,triangulated,3,102,223.58,113,0.3,1020.0,smooth_all,80.937,81.02,87.56,87.398,7.935,7.943,8.584,8.568,41.421,52.436,-0.35046,-0.0753,0.00917,0.00515,0.0168,-0.03623,0.00365,-0.00883,-0.06461,-0.0112,86.07,101.881,49.409,55.573,82.354,70.463,72.642,,90.388,,,92.272,96.581,92.068,89.206,81.906,72.299,1.2016,1.1587,1.3121,1.0995,1.0967,0.9999,1.0638,0.9981,1.3225,0.8061
B010,B010_GMS_1_3,1,triangulated,3,113,268.06,113,0.3,1020.0,smooth_all,113.417,113.417,114.381,114.381,11.119,11.119,11.214,11.214,38.694,52.473,-0.10177,-0.0463,0.0319,0.03822,0.01935,-0.03085,-0.00636,-0.00959,-0.00296,0.017,115.025,122.229,93.125,57.926,111.843,102.83,64.923,,161.283,,,151.402,124.857,105.87,144.901,112.124,121.021,1.2121,1.1234,1.3557,1.1102,1.0809,1.0323,1.0961,0.9695,1.1669,0.7681
B010,B010_GMS_1_3,3,triangulated,3,113,313.89,113,0.3,1020.0,smooth_all,74.996,74.996,76.781,76.781,7.353,7.353,7.528,7.528,45.591,56.17,-0.32295,0.01925,-0.01074,0.0203,0.00013,-0.04164,0.01093,-0.00718,-0.0665,0.00362,72.528,90.236,35.69,28.059,80.823,59.465,58.317,,84.225,,,64.551,68.849,67.528,83.649,75.337,179.265,1.2288,1.0859,1.3363,1.1273,1.0858,1.0894,1.1189,0.9302,1.305,0.7956
B010,B010_GMS_1_4,2,triangulated,3,94,222.24,138,0.3,1020.0,smooth_all,76.264,76.264,78.844,78.844,7.477,7.477,7.73,7.73,38.84,49.118,-0.43537,-0.06832,-0.02552,-0.00981,0.00973,-0.03289,0.0042,-0.00621,-0.08962,-0.01267,82.361,89.412,84.519,73.111,90.289,49.49,61.851,,69.47,,,64.703,67.165,81.307,76.966,91.634,96.153,1.315,1.1629,1.2713,1.0564,1.1357,0.963,1.0811,0.9782,1.3496,0.8128
B010,B010_GMS_1_4,1,triangulated,3,106,266.88,138,0.3,1020.0,smooth_all,74.259,74.259,77.042,77.042,7.28,7.28,7.553,7.553,44.956,60.351,-0.21929,-0.04388,-0.00326,0.01004,0.0162,-0.01697,-0.01354,-0.01243,-0.01704,0.01066,57.762,60.675,102.463,112.757,59.633,58.867,64.781,,76.963,,,87.0,72.832,87.878,57.351,54.033,94.767,1.3466,1.1036,1.2741,1.0964,1.1609,1.0122,1.0799,1.0096,1.1727,0.7402
B010,B010_GMS_1_4,3,triangulated,3,62,313.43,138,0.3,1020.0,smooth_all,63.656,63.07,73.037,72.944,6.241,6.183,7.16,7.151,46.019,55.943,-0.37326,-0.01403,0.04097,0.05496,0.01253,-0.01975,-0.05551,-0.01071,0.03727,0.02274,49.335,63.297,53.986,57.982,61.081,60.727,57.104,,56.169,,,52.773,79.321,113.871,50.962,48.56,87.361,1.2283,0.9401,1.2913,1.1009,1.1983,0.9683,1.097,0.9636,1.319,0.7964
B010,B010_GMS_1_5,2,triangulated,3,113,220.01,132,0.3,1020.0,smooth_all,81.802,80.691,88.385,86.793,8.02,7.911,8.665,8.509,40.303,50.954,-0.36345,-0.05884,0.04444,0.06598,0.02648,-0.01752,-0.02049,-0.0079,-0.0124,-0.00219,89.584,98.534,69.029,93.444,87.95,61.431,82.773,,76.717,,,76.649,86.168,90.871,78.481,74.708,77.47,1.2288,1.1394,1.2844,1.0952,1.113,0.9989,1.0974,1.0561,1.3154,0.7929
B010,B010_GMS_1_5,1,triangulated,3,132,266.39,132,0.3,1020.0,smooth_all,97.244,97.244,96.5,96.5,9.534,9.534,9.461,9.461,43.5,50.541,-0.30108,-0.06119,0.03478,0.0447,0.00716,-0.02809,-0.02274,-0.01583,-0.02448,0.00599,112.092,109.142,82.966,75.25,111.008,97.585,79.085,,92.645,,,107.998,135.899,123.21,87.736,61.739,67.63,1.199,1.1259,1.2515,1.1006,1.1191,1.0118,1.0776,0.9877,1.2366,0.7655
B010,B010_GMS_1_5,3,triangulated,3,112,315.1,132,0.3,1020.0,smooth_all,80.129,77.646,79.769,77.264,7.856,7.612,7.82,7.575,40.197,49.127,-0.34579,-0.0697,0.00329,0.05204,-0.00494,-0.03375,0.00644,-0.01393,-0.07218,0.00363,70.806,77.094,66.151,67.5,87.681,59.449,79.444,,75.077,,,74.744,75.168,97.584,75.327,93.98,122.911,1.236,1.0934,1.3043,1.1182,1.1054,1.0879,1.0906,0.9569,1.3104,0.7908
B010,B010_GMS_1_6,2,triangulated,3,125,222.14,172,0.3,1020.0,smooth_all,66.865,64.715,68.253,66.051,6.555,6.345,6.691,6.476,44.385,55.849,-0.25293,0.04281,0.08039,0.13574,0.03951,0.00886,-0.05682,-0.01098,0.09189,0.02862,58.418,59.708,87.529,134.684,64.879,37.324,61.198,,65.483,,,64.801,52.994,73.422,48.856,65.071,65.991,1.2435,1.1485,1.2947,1.0579,1.1188,0.9951,1.1175,1.0672,1.2723,0.8
B010,B010_GMS_1_6,1,triangulated,3,134,266.34,172,0.3,1020.0,smooth_all,131.04,131.04,130.37,130.37,12.847,12.847,12.781,12.781,41.722,60.893,-0.21696,0.01979,0.05904,0.10601,0.01817,-0.00593,-0.05047,-0.0097,0.08233,0.04121,117.654,127.363,121.594,125.93,111.692,164.539,118.825,,173.293,,,163.276,115.47,85.952,158.178,124.862,115.474,1.1909,1.0664,1.2632,1.0806,1.075,1.0026,1.0905,0.9608,1.2078,0.7959
B010,B010_GMS_1_6,3,triangulated,3,131,312.67,172,0.3,1020.0,smooth_all,122.697,122.697,124.628,124.628,12.029,12.029,12.218,12.218,60.561,82.102,-0.26546,-0.01334,0.02931,0.07989,0.01429,-0.02083,-0.04334,-0.01173,0.04273,0.0402,112.277,105.288,125.217,153.864,133.768,96.526,61.277,,139.908,,,146.127,119.384,118.823,130.621,120.846,154.38,1.1836,1.0114,1.2814,1.1046,1.0938,0.9962,1.0904,0.9466,1.2715,0.8141
B010,B010_GMS_1_7,2,triangulated,3,208,224.38,208,0.3,1020.0,smooth_all,122.788,120.356,127.437,125.153,12.038,11.8,12.494,12.27,46.036,63.711,-0.36343,-0.08432,0.05275,0.04896,0.02144,-0.03121,-0.03167,-0.00972,-0.00753,0.0083,114.801,124.573,116.87,82.896,116.969,118.71,148.252,,138.334,,,137.434,127.509,158.898,121.855,63.737,82.713,1.2931,1.0845,1.2392,0.9994,1.1462,0.9808,1.1481,0.9666,1.3078,0.8503
B010,B010_GMS_1_7,1,triangulated,3,208,268.72,208,0.3,1020.0,smooth_all,160.846,160.846,159.011,159.011,15.769,15.769,15.589,15.589,40.246,70.025,-0.09958,-0.09089,0.02601,0.00098,0.00851,-0.019,-0.01171,-0.00772,-0.04106,0.00279,151.134,151.678,124.782,104.073,153.317,105.577,101.395,,221.565,,,208.47,194.73,152.94,203.198,244.638,227.1,1.2401,1.1158,1.2883,1.0388,1.1103,1.0236,1.1804,0.9662,1.2154,0.8059
B010,B010_GMS_1_7,3,triangulated,3,57,314.11,208,0.3,1020.0,smooth_all,138.155,115.011,141.983,119.173,13.545,11.276,13.92,11.684,71.335,84.478,-0.25641,-0.06779,-0.02564,-0.027,-0.0102,-0.03708,0.03995,-0.00787,-0.10539,-0.01041,135.137,141.663,83.196,73.56,137.819,125.935,98.172,,105.114,,,107.308,120.961,107.497,100.843,212.578,376.88,1.2953,1.1156,1.2571,1.0432,1.1434,1.0606,1.0731,1.0106,1.2645,0.832
B010,B010_GMS_2_1,2,triangulated,3,35,221.77,260,0.3,1020.0,smooth_all,96.259,86.564,108.524,99.439,9.437,8.487,10.64,9.749,53.488,62.837,-0.33186,-0.07775,0.01019,0.01588,0.01294,-0.03308,0.01464,-0.00125,-0.11041,-0.00453,82.297,101.698,91.023,76.941,71.536,62.656,73.976,,97.434,,,101.388,151.808,175.886,65.358,61.96,128.828,1.1902,1.0654,1.2459,1.0004,1.1265,1.0171,1.0993,1.0004,1.3533,0.8247
B010,B010_GMS_2_1,1,triangulated,3,243,267.69,260,0.3,1020.0,smooth_all,80.591,79.765,80.458,79.366,7.901,7.82,7.888,7.781,43.418,52.177,-0.16231,-0.09408,0.07195,0.07423,0.04762,-0.02231,-0.01548,-0.01723,-0.01057,0.00806,73.257,73.601,67.436,55.584,81.476,85.203,82.938,,81.251,,,79.987,126.326,97.523,82.647,82.924,104.849,1.2013,1.1019,1.2913,1.0595,1.0077,1.0546,1.078,0.9495,1.2312,0.8004
B010,B010_GMS_2_1,3,triangulated,3,165,315.2,260,0.3,1020.0,smooth_all,78.752,70.352,91.751,83.356,7.721,6.897,8.995,8.172,49.715,62.739,-0.29844,-0.06535,0.03409,0.06991,0.02222,-0.0385,-0.00199,-0.01041,-0.03751,0.00644,64.789,71.615,54.373,50.442,79.438,58.202,83.117,,71.565,,,74.19,53.053,29.836,62.759,119.839,174.781,1.1962,1.0767,1.2985,1.0984,1.0769,1.0792,1.089,1.0225,1.3529,0.7996
B010,B010_GMS_2_2,2,triangulated,3,166,220.91,255,0.3,1020.0,smooth_all,79.56,75.924,85.014,81.39,7.8,7.444,8.335,7.979,44.166,53.475,-0.45519,-0.06926,-0.02599,0.0162,0.0066,-0.02973,-0.00673,-0.00488,-0.09548,-0.01484,85.66,87.653,77.339,49.46,92.68,41.896,53.8,,87.268,,,73.625,90.852,127.234,94.244,77.651,69.316,1.4034,0.9518,1.1907,1.0952,1.1299,0.9276,1.1368,1.01,1.3109,0.8083
B010,B010_GMS_2_2,1,triangulated,3,255,267.78,255,0.3,1020.0,smooth_all,86.701,86.701,87.152,87.152,8.5,8.5,8.544,8.544,47.149,62.791,-0.15921,-0.06093,0.03139,0.03588,0.01888,-0.02147,-0.01926,-0.00891,-0.01824,0.00587,76.305,78.955,126.471,133.886,79.551,52.914,73.055,,75.72,,,84.222,69.256,76.16,72.302,91.766,118.492,1.345,1.0462,1.184,1.0946,1.1164,0.9924,1.1006,0.9935,1.2113,0.7653
B010,B010_GMS_2_2,3,triangulated,3,157,316.25,255,0.3,1020.0,smooth_all,110.802,105.653,119.381,114.142,10.863,10.358,11.704,11.19,55.922,65.588,-0.33522,-0.06864,-0.01313,0.00608,0.00404,-0.04213,0.003,-0.01259,-0.08375,-0.01759,103.706,112.779,96.85,79.954,109.861,88.897,68.473,,130.537,,,101.933,100.08,147.418,124.347,118.604,178.781,1.2397,0.9743,1.2139,1.0674,1.1678,1.0,1.1402,0.9708,1.3029,0.81
B010,B010_GMS_2_3,2,triangulated,3,109,217.19,156,0.3,1020.0,smooth_all,92.217,88.729,102.519,99.164,9.041,8.699,10.051,9.722,38.479,48.971,-0.30019,-0.03436,0.06313,0.08448,0.03103,-0.00778,-0.02682,-0.01504,0.01611,0.0014,94.561,106.166,77.358,50.608,89.023,77.638,81.479,,109.199,,,115.282,106.902,123.017,83.408,94.564,79.078,1.2412,1.1445,1.2605,1.0844,1.0901,0.999,1.1133,1.0045,1.3042,0.7953
B010,B010_GMS_2_3,1,triangulated,3,156,265.75,156,0.3,1020.0,smooth_all,120.91,120.91,125.344,125.344,11.854,11.854,12.289,12.289,37.522,53.88,-0.11236,-0.04416,0.02665,0.00121,0.02092,-0.03448,-0.01329,-0.00888,-0.02369,0.0144,117.631,131.283,112.667,64.049,102.702,133.219,78.761,,178.093,,,167.753,128.35,91.783,156.263,120.067,97.612,1.263,1.1195,1.2238,1.139,1.0436,1.0497,1.0663,0.9617,1.2141,0.7781
B010,B010_GMS_2_3,3,triangulated,3,117,317.29,156,0.3,1020.0,smooth_all,110.964,109.227,104.215,102.415,10.879,10.709,10.217,10.041,41.6,50.262,-0.31762,-0.08658,-0.01758,-0.02912,-0.01641,-0.04459,0.00941,-0.01494,-0.12795,-0.02494,109.567,125.7,119.964,80.187,108.539,92.796,47.806,,139.108,,,106.015,108.681,92.935,140.188,121.53,151.81,1.2456,1.0813,1.2028,1.1304,1.0828,1.065,1.0807,1.0023,1.3629,0.7904
B010,B010_GMS_2_4,2,triangulated,3,120,213.26,196,0.3,1020.0,smooth_all,88.602,86.078,93.249,90.318,8.686,8.439,9.142,8.855,47.427,54.561,-0.36656,-0.10052,0.01096,0.03505,0.01729,-0.0246,0.0192,-0.00268,-0.09123,-0.00687,83.202,96.671,77.95,55.331,82.653,81.719,90.182,,89.87,,,96.643,94.701,120.821,71.188,100.78,107.74,1.1959,1.0916,1.2853,1.0028,1.1052,0.9629,1.1102,0.9681,1.3468,0.7828
B010,B010_GMS_2_4,1,triangulated,3,150,265.13,196,0.3,1020.0,smooth_all,135.226,131.502,138.444,135.449,13.257,12.892,13.573,13.279,51.317,67.554,-0.31214,-0.07516,0.01722,0.03508,0.02219,-0.03529,-0.00088,-0.01079,-0.03125,0.00391,153.415,144.088,134.252,105.033,152.248,126.577,102.754,,157.2,,,160.955,163.423,101.099,138.827,130.635,114.174,1.2543,1.1139,1.3736,1.0416,1.1303,1.0115,1.086,0.9915,1.2136,0.7725
B010,B010_GMS_2_4,3,triangulated,3,130,320.94,196,0.3,1020.0,smooth_all,71.402,70.214,81.353,80.414,7.0,6.884,7.976,7.884,47.613,51.496,-0.41383,-0.08019,0.00099,0.0173,-0.00771,-0.04561,0.01387,-0.00918,-0.10935,-0.01806,68.894,74.876,66.142,48.102,85.492,80.428,104.186,,54.994,,,50.999,65.997,78.391,49.748,58.519,117.688,1.2152,1.0812,1.4386,0.9622,1.1299,1.0478,1.0837,0.9119,1.3616,0.8011
B010,B010_GMS_2_5,2,triangulated,3,151,222.29,193,0.3,1020.0,smooth_all,88.717,85.018,104.953,101.361,8.698,8.335,10.29,9.937,44.235,53.249,-0.4616,-0.03208,-0.01135,0.04014,0.01893,-0.02619,-0.01117,-0.00558,-0.04254,0.00084,91.747,95.525,70.434,61.818,97.273,62.104,69.886,,79.54,,,75.244,115.847,141.587,85.267,120.558,128.444,1.3059,1.0962,1.2778,1.0788,1.1018,1.0415,1.0996,1.0343,1.3232,0.8054
B010,B010_GMS_2_5,1,triangulated,3,193,266.8,193,0.3,1020.0,smooth_all,123.553,123.553,140.121,140.121,12.113,12.113,13.737,13.737,38.082,52.552,-0.18117,-0.0471,0.02103,0.04662,0.01426,-0.02853,-0.01903,-0.00948,0.00334,0.01626,133.712,132.892,115.249,113.74,135.351,81.405,95.326,,134.139,,,135.715,87.241,107.486,141.683,214.818,161.1,1.2964,1.0906,1.3215,1.0732,1.0964,1.0084,1.1104,1.0393,1.2357,0.7613
B010,B010_GMS_2_5,3,triangulated,3,121,313.25,193,0.3,1020.0,smooth_all,92.09,84.701,108.002,100.685,9.028,8.304,10.588,9.871,50.292,57.412,-0.38503,-0.07447,-0.01187,0.00652,-0.00675,-0.04622,0.01393,-0.01347,-0.10432,-0.01872,76.845,81.802,84.958,84.359,88.546,56.993,68.448,,85.549,,,85.406,98.798,102.812,88.729,117.746,173.811,1.2652,0.9669,1.2295,1.0881,1.1315,1.0323,1.089,0.9427,1.3343,0.8216
B010,B010_GMS_4_1,2,triangulated,3,83,223.77,87,0.3,1020.0,smooth_all,82.121,82.121,82.53,82.53,8.051,8.051,8.091,8.091,56.594,62.809,-0.38196,0.01586,0.00527,0.03826,0.02626,-0.01316,-0.02371,-0.00617,0.02435,0.00978,75.225,86.599,62.123,36.328,83.751,69.882,68.061,,64.388,,,78.216,83.337,276.2,35.565,50.255,73.696,1.1524,1.2069,1.284,1.1358,1.17,0.871,1.1873,0.9872,1.2706,0.7611
B010,B010_GMS_4_1,1,triangulated,3,87,267.55,87,0.3,1020.0,smooth_all,252.468,252.468,251.714,251.714,24.752,24.752,24.678,24.678,37.335,58.776,-0.171,-0.03104,-0.02174,-0.02672,0.01335,-0.03437,-0.00183,-0.00251,-0.07281,-0.00231,241.167,236.5,213.611,130.302,247.21,244.267,155.209,,316.987,,,320.24,292.589,336.123,292.114,281.042,256.806,1.1953,1.1236,1.2547,1.1141,1.1001,0.9709,1.2074,1.0012,1.1528,0.7535
B010,B010_GMS_4_1,3,triangulated,3,86,312.86,87,0.3,1020.0,smooth_all,156.653,156.653,159.672,159.672,15.358,15.358,15.654,15.654,52.178,73.784,-0.37055,-0.0324,-0.05034,0.02124,-0.0023,-0.03286,0.00716,0.00041,-0.07289,-0.00431,152.505,189.719,172.523,96.893,135.742,134.242,56.41,,217.862,,,164.273,87.994,60.135,231.084,186.182,283.451,1.2673,1.1297,1.2157,1.0413,1.211,0.9742,1.1783,0.9213,1.4663,0.7678
B010,B010_GMS_4_2,2,triangulated,3,148,223.44,161,0.3,1020.0,smooth_all,94.848,94.944,97.152,97.123,9.299,9.308,9.525,9.522,36.952,47.71,-0.30534,0.03752,0.01703,0.03421,0.01794,-0.01364,-0.03425,-0.00737,0.03989,0.01066,101.902,109.995,75.63,48.95,101.451,73.457,59.888,,123.005,,,129.954,100.555,129.228,88.717,99.483,86.428,1.2165,1.2257,1.2966,1.0992,1.1339,0.9409,1.1175,0.9933,1.2991,0.8118
B010,B010_GMS_4_2,1,triangulated,3,161,267.56,161,0.3,1020.0,smooth_all,112.148,112.148,115.712,115.712,10.995,10.995,11.344,11.344,38.082,51.455,-0.15099,-0.00561,-0.00711,-0.03195,-1e-05,-0.03719,-0.01146,-0.00306,-0.02622,0.01059,111.714,110.951,86.069,74.823,116.409,100.601,80.792,,136.163,,,135.616,123.178,122.835,133.401,117.508,123.149,1.2276,1.1498,1.3054,1.1242,1.1058,0.9968,1.0804,0.982,1.2073,0.7903
B010,B010_GMS_4_2,3,triangulated,3,161,313.25,161,0.3,1020.0,smooth_all,120.034,120.034,119.469,119.469,11.768,11.768,11.713,11.713,38.274,51.351,-0.27961,-0.03855,0.00504,0.004,0.00194,-0.03567,-0.01316,-0.00429,-0.04766,-0.00466,139.535,157.627,126.163,62.278,124.824,97.645,40.808,,162.586,,,134.081,134.898,100.142,161.118,122.633,126.509,1.2609,1.1535,1.3064,1.1023,1.1371,0.9874,1.0867,0.9675,1.3349,0.8185
B010,B010_GMS_4_3,2,triangulated,3,97,222.32,103,0.3,1020.0,smooth_all,84.162,83.8,88.998,88.619,8.251,8.216,8.725,8.688,42.503,45.813,-0.35948,0.0737,0.00103,0.08286,0.00507,-0.00568,-0.04556,-0.01071,0.0662,0.02907,77.479,86.905,85.206,56.115,79.493,76.909,85.87,,94.43,,,94.068,68.542,61.28,78.251,105.072,128.166,1.1955,1.1482,1.2613,1.1017,1.1004,0.8855,1.1545,0.9748,1.3188,0.8538
B010,B010_GMS_4_3,1,triangulated,3,103,266.65,103,0.3,1020.0,smooth_all,148.495,148.495,148.821,148.821,14.558,14.558,14.59,14.59,39.352,49.807,-0.32233,0.06489,-0.04523,0.01105,-0.02052,-0.02591,-0.04152,-0.01292,0.02965,0.02693,140.394,131.414,100.46,124.196,150.074,95.207,132.121,,185.995,,,190.563,154.634,174.361,190.745,148.506,158.638,1.2547,1.0981,1.2872,1.1219,1.0919,0.9211,1.0781,0.9516,1.2092,0.7934
B010,B010_GMS_4_3,3,triangulated,3,103,312.97,103,0.3,1020.0,smooth_all,62.332,62.332,60.062,60.062,6.111,6.111,5.888,5.888,47.404,53.435,-0.42867,-0.0004,-0.03409,0.08961,-0.008,-0.01895,-0.03509,-0.01579,0.00289,0.00736,52.139,60.758,95.997,68.165,69.71,88.935,91.114,,44.401,,,37.255,46.908,64.632,34.965,41.583,76.08,1.2245,1.0496,1.3243,1.0833,1.1679,0.9846,1.0655,0.931,1.3589,0.8591
B010,B010_GMS_4_4,2,triangulated,3,79,221.91,131,0.3,1020.0,smooth_all,106.064,104.973,109.456,107.928,10.398,10.291,10.731,10.581,42.155,48.89,-0.28839,-0.00279,0.03371,0.09581,0.01128,-0.00583,-0.01801,-0.01334,-0.00022,0.00174,103.751,111.796,83.804,41.323,102.748,103.576,85.322,,128.233,,,131.562,114.573,132.72,105.336,126.183,116.697,1.1765,1.2188,1.2897,1.0891,1.1231,0.9292,1.1327,0.9804,1.304,0.8204
B010,B010_GMS_4_4,1,triangulated,3,117,266.45,131,0.3,1020.0,smooth_all,62.002,62.002,61.569,61.569,6.079,6.079,6.036,6.036,41.254,46.121,-0.27964,0.00807,0.01204,0.06429,-0.01533,-0.02186,-0.01704,-0.01735,-0.011,0.0223,62.922,70.837,43.79,47.41,63.751,87.863,58.31,,70.443,,,58.566,28.875,61.904,73.079,68.848,72.864,1.2138,1.166,1.2912,1.1262,1.1041,0.9804,1.0807,0.9882,1.1872,0.802
B010,B010_GMS_4_4,3,triangulated,3,98,313.1,131,0.3,1020.0,smooth_all,100.801,96.579,94.143,90.213,9.882,9.469,9.23,8.844,48.952,51.527,-0.38449,-0.01072,0.00043,0.01741,-0.0236,-0.03164,-0.03829,-0.00965,-0.00744,0.00893,108.383,125.73,106.781,69.554,116.525,95.446,70.63,,110.5,,,98.294,76.407,91.306,112.33,108.067,118.179,1.2902,1.1505,1.3186,1.0767,1.166,0.9708,1.1234,0.9208,1.3979,0.8116
B010,B010_GMS_4_5,2,triangulated,3,125,221.62,144,0.3,1020.0,smooth_all,122.083,122.474,122.811,122.732,11.969,12.007,12.04,12.033,40.434,52.181,-0.32942,0.02981,0.01078,0.04296,0.00775,-0.01771,-0.03456,-0.00739,0.01515,0.01219,133.0,139.661,96.966,34.193,133.719,118.701,93.127,,158.242,,,169.235,127.151,160.128,122.033,115.801,94.976,1.2533,1.1866,1.3198,1.1069,1.0791,0.9314,1.0908,1.0258,1.2999,0.7988
B010,B010_GMS_4_5,1,triangulated,3,144,266.75,144,0.3,1020.0,smooth_all,149.787,149.688,148.989,148.91,14.685,14.675,14.607,14.599,40.502,61.772,-0.16414,-0.03046,-0.00439,-0.0273,-0.01158,-0.03326,-0.02385,-0.0087,-0.0275,0.01135,158.677,159.106,118.485,66.423,157.733,127.165,86.663,,207.062,,,203.899,180.814,165.938,194.983,134.112,131.185,1.2511,1.1567,1.2965,1.1218,1.0779,0.9935,1.0535,1.0166,1.1976,0.7675
B010,B010_GMS_4_5,3,triangulated,3,116,313.89,144,0.3,1020.0,smooth_all,100.029,99.208,102.521,101.838,9.807,9.726,10.051,9.984,50.463,54.871,-0.336,-0.08247,-0.00112,0.00937,-0.01781,-0.03426,-0.01083,-0.01474,-0.08196,-0.01066,100.151,120.585,161.878,109.746,99.215,90.605,57.202,,102.548,,,73.703,87.933,85.303,104.015,86.611,113.915,1.2584,1.1172,1.2477,1.1106,1.0843,0.9672,1.0694,0.9927,1.3738,0.8305
B010,B010_GMS_4_6,2,triangulated,3,113,222.94,137,0.3,1020.0,smooth_all,104.31,104.31,103.084,103.084,10.226,10.226,10.106,10.106,36.394,46.423,-0.26617,0.03441,0.02289,0.03888,0.01222,-0.01322,-0.03817,-0.00849,0.02936,0.00916,110.012,121.9,96.467,48.16,106.4,99.243,72.888,,134.709,,,146.951,116.44,115.272,94.359,112.069,92.314,1.1809,1.2272,1.2997,1.1183,1.0977,0.9802,1.1044,1.0345,1.3357,0.7864
B010,B010_GMS_4_6,1,triangulated,3,120,267.28,137,0.3,1020.0,smooth_all,69.837,69.837,73.306,73.306,6.847,6.847,7.187,7.187,38.823,47.487,-0.20936,0.04346,-0.00325,-0.01008,-0.00626,-0.02805,-0.02973,-0.00465,0.00282,0.00993,75.098,80.331,69.055,31.942,83.222,77.473,45.746,,91.449,,,88.983,77.901,58.22,79.666,72.158,46.205,1.293,1.155,1.3347,1.1344,1.0319,1.057,1.0774,0.9896,1.2205,0.7608
B010,B010_GMS_4_6,3,triangulated,3,120,313.31,137,0.3,1020.0,smooth_all,75.0,75.0,66.273,66.273,7.353,7.353,6.497,6.497,43.442,46.527,-0.38104,0.03072,0.00025,0.04221,-0.01138,-0.03094,-0.02637,-0.00695,-0.00999,0.01547,73.192,88.166,119.627,109.97,81.93,77.782,52.032,,53.674,,,42.296,91.546,80.986,59.791,40.077,81.764,1.1385,1.1281,1.2857,1.1384,1.0857,0.9252,1.0265,0.8978,1.3564,0.8386
B010,B010_GMS_4_7,2,triangulated,3,100,221.53,100,0.3,1020.0,smooth_all,45.109,45.109,47.17,47.17,4.422,4.422,4.624,4.624,32.347,33.912,-0.33709,0.02818,0.03152,0.05625,0.01637,-0.01757,-0.04051,-0.00781,0.04833,0.02139,51.796,67.841,42.463,30.521,53.476,34.267,44.06,,57.336,,,70.182,33.639,31.44,26.418,47.317,40.163,1.1891,1.1571,1.2301,1.131,1.104,0.8878,1.129,0.9631,1.3151,0.7844
B010,B010_GMS_4_7,1,triangulated,3,100,267.04,100,0.3,1020.0,smooth_all,118.798,118.798,116.036,116.036,11.647,11.647,11.376,11.376,34.034,46.853,-0.15743,-0.00077,-0.02104,-0.03842,-0.00439,-0.03945,-0.00303,0.00026,-0.04245,0.00796,98.04,107.016,100.295,83.975,121.731,103.003,91.659,,136.572,,,144.011,141.583,132.804,131.669,133.983,139.839,1.2374,1.1124,1.2539,1.1404,1.1203,0.9529,1.067,1.0121,1.2246,0.7382
